lyrics,Singer,acousticness,danceability,energy,id,instrumentalness,key,liveness,loudness,mode,Song name,speechiness,tempo,track_href,valence
"मिलो न तुम तो हम घबराएं, मिलो तो आँख चुराएं, हमें क्या हो गया है
तुम्हीं को दिल का राज़ बतायें, तुम्हीं से राज़ छुपायें, हमें क्या हो गया है...
ओ भोले साथिया, देखे जो शोखी तेरे प्यार की,
आँचल में भर ली हमने, सारी बहारें संसार की
...",Lata Mangeshwar,0.158,0.752,0.586,3XXWxfOUxY9L2R6vVpO05T,0.00651,8,0.253,-6.526,1,Milo Na Tum,0.0518,92.009,https://api.spotify.com/v1/tracks/3XXWxfOUxY9L2R6vVpO05T,0.3
"दो पल रुका ख़्वाबों का कारवाँ
और फिर चल दिए तुम कहाँ, हम कहाँ
दो पल की थी ये दिलों की दास्ताँ
और फिर चल दिए तुम कहाँ, हम कहाँ
और फिर चल दिए तुम कहाँ, हम कहाँ

तुम थे कि थी कोई उजली किरण?
तुम थे या कोई कली मुस्काई थी?
तुम थे या सपनों का था सावन?
तुम थे कि ख़ुशियों की घटा छाई थी?

...",Lata Mangeshwar,0.635,0.247,0.556,7fyIuR4aaWb6iltlAoSkxF,0.000436,11,0.146,-7.514,1,Do Pal,0.0376,168.823,https://api.spotify.com/v1/tracks/7fyIuR4aaWb6iltlAoSkxF,0.371
"Bahon main chale aao
Bahon main chale aao
Ho, hamase sanam kya paradaa
O, hamase sanam kya paradaa
Ye aaj ka nahin milan
Ye sang he umr bhar kaa
Sha, sha, sha, sha

Bahon main chale aao
Ho, hamase sanam kya paradaa
O, hamase sanam kya paradaa

Chale hi janaa he
Nazar churaake yun
Phir thami thi saajan tumne meri kalai kyon
Chale hi janaa he
...",Lata Mangeshwar,0.8,0.482,0.211,2IWhu2HrHttIUcw0Omn1Gr,1.48e-06,6,0.159,-16.491,1,Bahon Mein Chale Aao,0.0353,72.754,https://api.spotify.com/v1/tracks/2IWhu2HrHttIUcw0Omn1Gr,0.612
"Aap kee aankhon mein kuch mahake hue se raaj hain
Aap kee aankhon mein kuch mahake hue se raaj hain
Aap se bhee khubasurat aap ke andaaz hain
Aap kee aankhon mein kuch mahake hue se raaj hain

Lab hilen to mogare ke phool khilte hain kaheen
Lab hilen to mogare ke phool khilte hain kaheen
...",Lata Mangeshwar,0.22,0.53,0.564,2hWUcbgPqVsvsgHMWEvSUe,0.0032,3,0.258,-7.137,1,Aap Ki Ankhon Mein Kuch,0.0323,100.187,https://api.spotify.com/v1/tracks/2hWUcbgPqVsvsgHMWEvSUe,0.349
"लुका-छुपी बहुत हुई, सामने आजा ना
कहाँ-कहाँ ढूँढा तुझे, थक गई है अब तेरी माँ

आजा, साँझ हुई, मुझे तेरी फ़िकर
धुँधला गई देख मेरी नज़र, आजा ना
आजा, साँझ हुई, मुझे तेरी फ़िकर
धुँधला गई देख मेरी नज़र, आजा ना

क्या बताऊँ, माँ, कहाँ हूँ मैं
यहाँ उड़ने को मेरे खुला आसमाँ है
तेरे क़िस्सों जैसा भोला
सलोना जहाँ है यहाँ सपनों वाला

मेरी पतंग हो बेफ़िकर उड़ रही है, माँ
डोर कोई लूटे नहीं, बीच से काटे ना
आजा, साँझ हुई, मुझे तेरी फ़िकर
...",Lata Mangeshwar,0.645,0.601,0.441,500H9ENeR5AYbKU1ScK6ME,1.08e-06,4,0.0986,-8.946,1,Luka Chuppi,0.0285,103.862,https://api.spotify.com/v1/tracks/500H9ENeR5AYbKU1ScK6ME,0.202
"Dheere dheere bol koi sun na le
Sun na le koi sun na le
Dheere dheere bol koi sun na le
Sun na le koi sun na le
Sej se kaliyan chun na le
Chun na le koi chun na le

Humko kisi ka dar nahin
Koi zor jawani par nahin
Dheere-dheere bol koi sun na le
Sun na le koi sun na le

Humko kisi ka dar nahin
Koi zor jawani par nahin
Dheere dheere bol koi sun na le
Sun na le koi sun na le

Kuch keh le, kuch kar le ye sansar
Hum premi hain, hum to karenge pyaar
Kuch keh le, kuch kar le ye sansar
Hum premi hain, hum to karenge pyaar

Koi dekh le, to dekh le
Koi jaan le, to jaan le
...",Lata Mangeshwar,0.878,0.626,0.468,1MGNL2esIOY05cV4MkAaMz,0.0,2,0.102,-11.626,1,Dheere Dheere Bol Koi Sun Na Le,0.0491,128.703,https://api.spotify.com/v1/tracks/1MGNL2esIOY05cV4MkAaMz,0.838
"कब तक चुप बैठें? अब तो कुछ है बोलना
कुछ तुम बोलो, कुछ हम बोलें, ओ, ढोलना

कब तक चुप बैठें? अब तो कुछ है बोलना
कुछ तुम बोलो, कुछ हम बोलें, ओ, ढोलना
कब तक चुप बैठें? अब तो कुछ है बोलना
कुछ तुम बोलो, कुछ हम बोलें, ओ, ढोलना

मर जाना था, ये भेद नहीं था खोलना
ओ, ढोलना (ओ, ढोलना)

कब तक चुप बैठें? अब तो कुछ है बोलना
कुछ तुम बोलो, कुछ हम बोलें, ओ, ढोलना

...",Lata Mangeshwar,0.369,0.684,0.52,6O8ZM3IKYcSBzpnuxpCAQr,3.99e-05,7,0.724,-10.793,1,Dholna,0.0339,92.995,https://api.spotify.com/v1/tracks/6O8ZM3IKYcSBzpnuxpCAQr,0.907
"ओ, पालनहारे, निर्गुण और न्यारे

ओ, पालनहारे, निर्गुण और न्यारे
तुम्हरे बिन हमरा कौनो नाहीं
हमरी उलझन सुलझाओ भगवन
तुम्हरे बिन हमरा कौनो नाहीं

तुम्हें हमका हो संभाले
तुम्हें हमरे रखवाले

तुम्हरे बिन हमरा कौनो नाहीं
(तुम्हरे बिन हमरा कौनो नाहीं)
तुम्हरे बिन हमरा कौनो नाहीं

चंदा में तुम्हें तो भरी हो चाँदनी
सूरज में उजाला तुम्हीं से
...",Lata Mangeshwar,0.895,0.461,0.336,5wPr9KuSfGBwGCi6NgJoVv,0.0,2,0.294,-10.632,1,O Paalanhaare,0.0423,81.846,https://api.spotify.com/v1/tracks/5wPr9KuSfGBwGCi6NgJoVv,0.176
"कभी ख़ुशी, कभी ग़म
ना जुदा होंगे हम
कभी ख़ुशी, कभी ग़म

मेरी साँसों में तू है समाया
मेरा जीवन तो है तेरा साया
मेरी साँसों में तू है समाया
मेरा जीवन तो है तेरा साया
तेरी पूजा करूँ मैं तो हर-दम

ये हैं तेरे करम
कभी ख़ुशी, कभी ग़म
ना जुदा होंगे हम
कभी ख़ुशी, कभी ग़म

मेरी साँसों में तू है समाया
मेरा जीवन तो है तेरा साया
तेरी पूजा करूँ मैं तो हर-दम

ये हैं तेरे करम
कभी ख़ुशी, कभी ग़म
ना जुदा होंगे हम
...",Lata Mangeshwar,0.524,0.429,0.763,0eGtFJBfYUKF2CvNZJEu3M,0.000199,1,0.127,-5.91,1,Kabhi Khushi Kabhie Gham,0.107,100.835,https://api.spotify.com/v1/tracks/0eGtFJBfYUKF2CvNZJEu3M,0.668
"मन क्यूँ बहका री बहका...
मन क्यूँ बहका री बहका आधी रात को?
बेला महका, हो
बेला महका री महका आधी रात को

हो, मन क्यूँ बहका री बहका आधी रात को?
बेला महका री महका आधी रात को
किसने बंसी बजाई आधी रात को?
हो, किसने बंसी बजाई आधी रात को?
जिसने पलकें, हो
जिसने पलकें चुराई आधी रात को

हो, मन क्यूँ बहका री बहका आधी रात को?
बेला महका री महका आधी रात को

झाँझर झमके, सुन झमके...
हो, झाँझर झमके, सुन झमके...
झाँझर झमके, सुन झमके आधी रात को
उसको टोको ना रोको, रोको ना टोको
टोको ना रोको आधी रात को
...",Lata Mangeshwar,0.936,0.58,0.469,3ClX9Fv2i4mzRUhWUxkpod,0.00729,10,0.143,-7.557,1,Man Kyoon Behka Re Behka Aadhi Raat Ko,0.0577,79.696,https://api.spotify.com/v1/tracks/3ClX9Fv2i4mzRUhWUxkpod,0.316
"ये रात भीगी-भीगी, ये मस्त फिजायें
उठा धीरे-धीरे, वो चाँद प्यारा प्यारा
ये रात भीगी-भीगी, ये मस्त फिजायें
उठा धीरे-धीरे, वो चाँद प्यारा प्यारा
क्यों आग सी लगा के, गुमसुम हैं चांदनी
सोने भी नहीं देता, मौसम का ये इशारा

इठलाती हवा, नीलम सा गगन
कलियों पे ये बेहोशी की नमी
ऐसे में भी क्यों बेचैन हैं दिल
जीवन में ना जाने क्या हैं कमी
क्यों आग सी लगा के, गुमसुम हैं चांदनी
...",Lata Mangeshwar,0.89,0.432,0.436,3vwI7iTw0lu7WmSXaTUkda,4.15e-05,7,0.582,-11.04,1,Yeh Raat Bheegi Bheegi,0.0327,86.13,https://api.spotify.com/v1/tracks/3vwI7iTw0lu7WmSXaTUkda,0.489
"दिल हुम हुम करे घबराए

घन धम धम करे डर जाए की
एक बूँद कभी पानी
मोरी अँखियो से बरसाए

दिल हुम हुम करे घबराए

तेरी झोरी डारू
सब सूखे पाट जो आए
...",Lata Mangeshwar,0.928,0.544,0.413,1obzxoRduT5n3fAKsf0Pgi,0.00209,6,0.128,-7.188,1,"Dil Hoom Hoom Kare (From ""Rudaali"") - Female Version",0.0258,99.789,https://api.spotify.com/v1/tracks/1obzxoRduT5n3fAKsf0Pgi,0.35
"Dil tadap tadap ke kah rahaa he aa bhi ja
Tu hamase aankh naa chura, tuje kasam he aa bhi ja
Dil tadap tadap ke kah rahaa he aa bhi ja
Tu hamase aankh naa chura, tuje kasam he aa bhi ja

Tu nahin to ye bahaar kya bahaar he
Gul nahin khile to tera intajaar he
Tu nahin to ye bahaar kya bahaar he
Gul nahin khile to tera intajaar he
Ke tera intajaar he
Ke tera intajaar he
Dil tadap tadap ke kah rahaa he aa bhi ja

Tu hamase aankh naa chura, tuje kasam he aa bhi ja
Dil dhadak dhadak ke de rahaa he ye sadaa
Tumhaari ho chukin hoon main
...",Lata Mangeshwar,0.894,0.606,0.379,2kVKDFmDFuKNR4tuDgZqWM,0.000734,8,0.185,-12.718,1,Dil Tadap Tadap Ke Kah Raha,0.0639,151.894,https://api.spotify.com/v1/tracks/2kVKDFmDFuKNR4tuDgZqWM,0.933
"थोड़ी सी ज़मीं, थोड़ा आसमाँ
तिनकों का बस एक आशियाँ
थोड़ी सी ज़मीं, थोड़ा आसमाँ
तिनकों का बस एक आशियाँ
थोड़ी सी ज़मीं...

माँगा है जो तुमसे, वो ज़्यादा तो नहीं है
देने को तो जाँ दे दें, वादा तो नहीं है
हो, माँगा है जो तुमसे, वो ज़्यादा तो नहीं है
देने को तो जाँ दे दें, वादा तो नहीं है

हो, कोई तेरे वादों पे...
कोई तेरे वादों पे जीता है कहाँ
तिनकों का बस एक आशियाँ
...",Lata Mangeshwar,0.975,0.602,0.275,3pA83f6IQZEIIM9XAkoI1l,0.756,8,0.118,-16.743,1,Thodi Si Zamin Thoda Aasman,0.0403,109.594,https://api.spotify.com/v1/tracks/3pA83f6IQZEIIM9XAkoI1l,0.574
"दिल हुम हुम करे घबराए

घन धम धम करे डर जाए की
एक बूँद कभी पानी
मोरी अँखियो से बरसाए

दिल हुम हुम करे घबराए

तेरी झोरी डारू
सब सूखे पाट जो आए
...",Lata Mangeshwar,0.928,0.544,0.413,5A3tZCjNhmqtmNUNbjOZeL,0.00209,6,0.128,-7.188,1,Dil Hoom Hoom Kare - Female Version,0.0258,99.789,https://api.spotify.com/v1/tracks/5A3tZCjNhmqtmNUNbjOZeL,0.35
"Bahon main chale aao
Bahon main chale aao
Ho, hamase sanam kya paradaa
O, hamase sanam kya paradaa
Ye aaj ka nahin milan
Ye sang he umr bhar kaa
Sha, sha, sha, sha

Bahon main chale aao
Ho, hamase sanam kya paradaa
O, hamase sanam kya paradaa

Chale hi janaa he
Nazar churaake yun
Phir thami thi saajan tumne meri kalai kyon
Chale hi janaa he
...",Lata Mangeshwar,0.8,0.482,0.211,2IWhu2HrHttIUcw0Omn1Gr,1.48e-06,6,0.159,-16.491,1,Bahon Mein Chale Aao,0.0353,72.754,https://api.spotify.com/v1/tracks/2IWhu2HrHttIUcw0Omn1Gr,0.612
"Kabhi-kabhi mere dil mein khyaal aathaa hai
Kabhi-kabhi mere dil mein khyaal aathaa hai
Ki jaise tujh ko banaaya gaya hai mere liye
Ki jaise tujh ko banaaya gaya hai mere liye

Too ab se pehle sitaron mein bas rahee thi kaheen
Too ab se pehle sitaron mein bas rahee thi kaheen
Tuje zameen pe bulaayaa gaya hai mere liye
Tuje zameen pe bulaayaa gaya hai mere liye

Kabhi-kabhi mere dil mein khyaal aathaa hai
Ki ye badan, ye nigaahen meri amaanat hai
...",Lata Mangeshwar,0.979,0.502,0.315,46bHffIYlRKDZJG1Wbv8vi,5.7e-05,4,0.626,-10.438,1,Kabhi Kabhi Mere Dil Mein Duet,0.0318,110.618,https://api.spotify.com/v1/tracks/46bHffIYlRKDZJG1Wbv8vi,0.397
"Hmm, भोली सी सूरत, आँखों में मस्ती, आय-हाय

अरे, भोली सी सूरत, आँखों में मस्ती, दूर खड़ी शरमाए, आय-हाय
एक झलक दिखलाए कभी, कभी आँचल में छुप जाए, आय-हाय
मेरी नज़र से तुम देखो तो यार नज़र वो आए

भोली सी सूरत, आँखों में मस्ती, दूर खड़ी शरमाए, आय-हाय
एक झलक दिखलाए कभी, कभी आँचल में छुप जाए, आय-हाय
मेरी नज़र से तुम देखो तो यार नज़र वो आए
भोली सी सूरत, आँखों में मस्ती, आय-हाय

ला-ला, ला-ला, ला-ला
ला-ला, ला-ला, ला-ला

ला-ला, ला-ला, ला-ला
...",Lata Mangeshwar,0.47,0.697,0.661,2sBondkRNRZJzNJEcNyRGX,2.23e-05,5,0.298,-11.588,1,"Bholi Si Surat (From ""Dil To Pagal Hai"")",0.0343,86.542,https://api.spotify.com/v1/tracks/2sBondkRNRZJzNJEcNyRGX,0.856
"zindagi aur kuch bhi nahi teri meri kahani hai
tu dhaar hai nadiya ki,
main tera kinara hu
tu mera sahara hai,
main tera sahara hu
aankho me samundar hai,
...",Lata Mangeshwar,0.235,0.268,0.371,6RELGnjAoxtO1IRYUcEcta,0.00067,2,0.0674,-10.807,1,Ek Pyar Ka Naghma Hai,0.0318,88.688,https://api.spotify.com/v1/tracks/6RELGnjAoxtO1IRYUcEcta,0.255
"Itana to yaad hai muje, o, itana to yaad hai muje
Haay, itana to yaad hai muje ki unse mulaaqaat huee
Itana to yaad hai muje ki unse mulaaqaat huee
Baad mein jaane kya hua, o, baad mein jaane kya hua
Haay, baad mein jaane kya hua, naa jaane kya baath huee
Baad main jane kya hua naa jane kya baat hui

Itana to yaad hai muje, o, itana to yaad hai muje
Haay, itana to yaad hai muje ki unse mulaaqaat huee
Baad main jane kya hua
Haay, baad mein jaane kya hua, naa jaane kya baath huee
Itnaa to yaad he mujhe

Vaade vafaa ke kar ke, qasmein utaa ke
Kisi pe dil lutaa ke chalaa aayaa
Nazaren milaa ke, neend apanee ganvaa ke
...",Lata Mangeshwar,0.864,0.43,0.727,0EPBPqrmLxVl3UXzcJuqVj,0.00417,3,0.139,-11.18,1,Itna To Yaad Hai Mujhe,0.134,80.772,https://api.spotify.com/v1/tracks/0EPBPqrmLxVl3UXzcJuqVj,0.55
"Kabhi-kabhi mere dil mein khyaal aathaa hai
Kabhi-kabhi mere dil mein khyaal aathaa hai
Ki jaise tujh ko banaaya gaya hai mere liye
Ki jaise tujh ko banaaya gaya hai mere liye

Too ab se pehle sitaron mein bas rahee thi kaheen
Too ab se pehle sitaron mein bas rahee thi kaheen
Tuje zameen pe bulaayaa gaya hai mere liye
Tuje zameen pe bulaayaa gaya hai mere liye

Kabhi-kabhi mere dil mein khyaal aathaa hai
Ki ye badan, ye nigaahen meri amaanat hai
...",Lata Mangeshwar,0.979,0.502,0.315,46bHffIYlRKDZJG1Wbv8vi,5.7e-05,4,0.626,-10.438,1,Kabhi Kabhi Mere Dil Mein Duet,0.0318,110.618,https://api.spotify.com/v1/tracks/46bHffIYlRKDZJG1Wbv8vi,0.397
"Ye dil tum bin kahi lagata nahin
Ham kya karen
Ye dil tum bin kahi lagata nahin
Ham kya karen
Tasawwur main koi basataa nahin
Ham kya karen
Tumahi kah do ab i jaan-e-vafaa
Ham kya karen

Luute dil main diya jalataa nahin
Ham kya karen
Tumahi kah do ab i jaan-e-adaa
Ham kya karen
Ye dil tum bin kahi lagata nahin
Ham kya karen

Kisi ke dil main bas ke dil ko tadpaanaa nahin acha
Kisi ke dil main bas ke dil ko tadpaanaa nahin acha
...",Lata Mangeshwar,0.814,0.403,0.316,1vi4SYpDhUVf4R247VpzMv,0.0,7,0.0789,-12.482,1,Ye Dil Tum Bin Lagta Nahin,0.0338,141.778,https://api.spotify.com/v1/tracks/1vi4SYpDhUVf4R247VpzMv,0.578
"दिल का अफ़साना सुनाते हैं सुनाने वाले
काश, समझें ना मोहब्बत को मिटाने वाले
प्यार का नाम भी लेते हुए डर लगता है
तीर खींचे हुए बैठे हैं ज़माने वाले

चलेंगे तीर जब दिल पर तो अरमानों का क्या होगा?
लूटेगा घर तो फिर इस घर के मेहमानों का क्या होगा?
...",Lata Mangeshwar,0.987,0.5,0.165,1BAFeTJg6BJkCWQFKI93yv,0.253,2,0.516,-14.007,1,Chalenge Teer Jab Dil Par,0.0544,111.304,https://api.spotify.com/v1/tracks/1BAFeTJg6BJkCWQFKI93yv,0.696
"Kora kaagaz tha ye man mera
(mera, mera)
Likh liya naam is pe tera
(tera, tera)

Kora kaagaz tha ye man mera
Likh liya naam is pe tera
Soona aangan tha jeevan mera
Bas gaya pyaar ismein tera

Tut naa jaaen sapane, main dartaa hoon
Nis-din sapanon mein dekha karthaa hoon
Tut naa jaaen sapane, main dartaa hoon
Nis-din sapanon mein dekha karthaa hoon

Naina kajaraare
...",Lata Mangeshwar,0.918,0.316,0.5,61QOwSMaYXkI9xZg1sHeL0,0.00686,5,0.149,-7.557,1,Kora Kagaz Tha Yeh Man Mera,0.0532,199.178,https://api.spotify.com/v1/tracks/61QOwSMaYXkI9xZg1sHeL0,0.679
"Hum donon do premi duniyaa chhod chale
Jeevan kee hum saaree rasmein tod chale
(Ayy, babu, kahaan jibo re?)
Hum donon do premi duniyaa chhod chale
Jeevan kee hum saaree rasmein tod chale

O, babul kee aaye mohe yaad
Jaane kya ho ab iske baad

Hum donon do premi duniyaa chhod chale
Jeevan kee hum saaree rasmein tod chale

Gaadi se kah do, chale tej, manzil hai door
Thoda safar ka mazaa lijie, ai huzur
Gaadi se kah do, chale tej, manzil hai door
Are, thoda safar ka mazaa lijie, ai huzur

O, dekho, naa chhedo is tarah
...",Lata Mangeshwar,0.984,0.35,0.557,3Cx7kRThxe9AYG0u68ldK3,0.068,6,0.0511,-8.839,1,Hum Dono Do Premi,0.0357,86.617,https://api.spotify.com/v1/tracks/3Cx7kRThxe9AYG0u68ldK3,0.677
"Chalo ek baar phir se ajanabi ban jaaen ham donon
Chalo ek baar phir se ajanabi ban jaaen ham donon

Naa main tumse koi ummid rakhun dil-nawazi kii
Naa tum meri taraf dekho galat-andaaz nazaron se
Naa mere dil kii dhadkan ladkadaae meri baton main
Naa zaahir ho tumhaari kashmakash kaa raaj nazaron se

Chalo ek baar phir se ajanabi ban jaaen ham donon
Chalo ek baar phir se ajanabi ban jaaen ham donon
...",Mahendra Kapoor,0.977,0.522,0.236,3OPM2VeGfMiiPt7eE8Npor,0.237,5,0.267,-13.681,0,Chalo Ek Baar Phir Se,0.03,92.473,https://api.spotify.com/v1/tracks/3OPM2VeGfMiiPt7eE8Npor,0.573
"माता जिनको याद करे वो लोग निराले होते है
माता जिनका नाम पुकारे किस्मत वाले होते है

(चलो बुलावा आया है, माता ने बुलाया है)
(चलो बुलावा आया है, माता ने बुलाया है)

ओ, चलो बुलावा आया है
चलो बुलावा आया है, माता ने बुलाया है (जय माता दी)
चलो बुलावा आया है, माता ने बुलाया है
हो, ऊँचे पर्वत पे रानी माँ ने दरबार लगाया है

(चलो बुलावा आया है, माता ने बुलाया है) जय माता दी
(चलो बुलावा आया है, माता ने बुलाया है)

सारे जग में एक ठिकाना, सारे ग़म के मारों का
(सारे जग में एक ठिकाना, सारे ग़म के मारों का)
ओ, रस्ता देख रही है माता अपनी आँख के तारों का
(रस्ता देख रही है माता अपनी आँख के तारों का)

ओ, मस्त हवाओं का इक झोंका ये संदेशा लाया है
चलो बुलावा आया है, माता ने बुलाया है (जय माता दी)

जय माता दी (जय माता दी)
कहते जाओ (जय माता दी)
(जय माता दी) जय माता दी
(कहते जाओ) जय माता दी

जय माता दी कहते जाओ आने-जाने वालों को
...",Mahendra Kapoor,0.452,0.275,0.663,3Vh7uy4E96Jh8MhL4yJl8Y,0.0,1,0.123,-11.239,0,Chalo Bulawa Aaya Hai,0.0579,89.079,https://api.spotify.com/v1/tracks/3Vh7uy4E96Jh8MhL4yJl8Y,0.736
"जब zero दिया मेरे भारत ने
भारत ने, मेरे भारत ने
दुनिया को तब गिनती आई
तारों की भाषा भारत ने
दुनिया को पहले सिखलाई

देता ना दशमलव भारत तो
यूँ चाँद पे जाना मुश्किल था
धरती और चाँद की दूरी का
अंदाज़ा लगाना मुश्किल था

सभ्यता जहाँ पहले आई
सभ्यता जहाँ पहले आई
पहले जन्मी है जहाँ पे कला
अपना भारत वो भारत है
जिसके पीछे संसार चला

संसार चला और आगे बढ़ा
यूँ आगे बढ़ा, बढ़ता ही गया
भगवान करे ये और बढ़े
बढ़ता ही रहे और फूले फले
बढ़ता ही रहे और फूले फले
(चुप क्यूँ हो गए? और सुनाओ)

...",Mahendra Kapoor,0.869,0.366,0.407,1OLegyFGqcVFeNpGZICjsC,0.0,11,0.394,-11.78,0,Bharat Ka Rahnewala Hoon,0.104,79.161,https://api.spotify.com/v1/tracks/1OLegyFGqcVFeNpGZICjsC,0.529
"Har dil jo pyaar karega vo gaana gaayegaa
Har dil jo pyaar karega vo gaana gaayegaa
Deewaanaa saikadon mein pahachaanaa jaaegaa
Deewaanaa saikadon mein pahachaanaa jaaegaa, deewaanaa...

Aap hamaare dil ko churaakar aankh churaae jaathe hain

Chaahat ka dastoor hai, lekin aapako hee maalum nahin, o

Jis mehafil mein shamaa ho, parvaanaa jaaegaa
Deewaanaa saikadon mein pahachaanaa jaaegaa, deewaanaa...
...",Mahendra Kapoor,0.993,0.46,0.421,36vtW0Dgn7kzADphJcDJru,0.837,10,0.311,-13.281,0,Har Dil Jo Pyar Karega,0.0446,99.065,https://api.spotify.com/v1/tracks/36vtW0Dgn7kzADphJcDJru,0.865
"Om Jai Jagadish Hare
Swami Jai Jagadish Hare
Bhakt Jano Ke Sankat
Daas Jano Ke Sankat
Kshan Men Door Kare
Om Jai Jagadish Hare
Jo Dhyaave Phal Paave
Dukh Bin Se Man Kaa
Swami Dukh Bin Se Man Kaa
Sukh Sampati Ghar Ave
Sukh Sampati Ghar Ave
Kasht Mite Tan Kaa
Om Jai Jagadish Hare
Maat Pita Tum Mere
Sharan Kahoon Kiski
Swami Sharan Kahoon Kiski
Tum Bin Aur Na Dooja
Tum Bin Aur Na Dooja
Aas Karoon Jiski
Om Jai Jagadish Hare
...",Mahendra Kapoor,0.96,0.299,0.701,4BJi4YeKMAFV5dJGrc1uvv,0.000169,8,0.127,-7.269,0,Om Jai Jagdish Hare,0.0864,85.622,https://api.spotify.com/v1/tracks/4BJi4YeKMAFV5dJGrc1uvv,0.271
"Peeli peeli sarson phooli
Peeli udey patang
Arre peeli peeli uddi chunariya
Peeli pagdi ke sang
Galey lagaa ke dushman ko bhi
Yaar banaa lo
Kahey malang

Aayi jhoom ke basant
Jhoomo sang sang mein
Aayee jhhom ke basant
Jhoomo sang sang mein
Aaj rang lo dilon ko. . . Oooo
Rang lo rang lo dilon ko
Ik rang mein
Aayee jhhoom ke basant
Jhoomo sang sang mein
Aayee jhhoom ke

Hai ye dharti sabhi ki
Gagan sab kaa
Tera mera na kaho
Hai ye chaman sabka
Ho
Tera mera na kaho
Hai ye chaman sabka
Ho tera mera jo kahe
Ho tera mera jo kahe
Wo hai chhote dil kaa
Kharey dil se badal le
Jo hai khotey dil kaa
Ho kharey dil se badal le
Jo hai khotey dil kaa

Ho koi chhotaa na badaa
Koi chhotaa na badaa
Ho koi khota na kharaa
O jeena seekh lo zaraa
Ik naye dhang mein
Aayee jhhoom ke
Aha o aayee jhhoom ke
Oho o aayee jhhoom ke basant
Jhoomo sang sang mein
Aayee jhhoom ke
...",Mahendra Kapoor,0.922,0.466,0.824,0PgrqhUTE9KNBGFfaw2FKG,9.27e-06,4,0.659,-7.11,0,Aayi Jhoomke Basant,0.366,111.533,https://api.spotify.com/v1/tracks/0PgrqhUTE9KNBGFfaw2FKG,0.584
"Kisi patthar ki moorat se mohabbat ka iraada hai
Parastish ki tamanna hai, ibaadat ka iraada hai
Kisi patthar ki moorat se mohabbat ka iraada hai
Parastish ki tamanna hai, ibaadat ka iraada hai
Kisi patthar ki moorat se...

Jo dil ki dhadkanein samjhe na aankhon ki zubaan samjhe
Jo dil ki dhadkanein samjhe na aankhon ki zubaan samjhe
Nazar ki guftagoo samjhe na jazbon ka bayaan samjhe
Nazar ki guftagoo samjhe na jazbon ka bayaan samjhe

Usi ke saamne uski shikayat ka iraada hai
...",Mahendra Kapoor,0.93,0.787,0.434,6xoPnrn51jW3MYk7DqI0XY,0.0,6,0.0987,-8.431,0,Kisi Patthar Ki Murat Se,0.115,121.905,https://api.spotify.com/v1/tracks/6xoPnrn51jW3MYk7DqI0XY,0.571
"ये हवा (ये हवा, ये हवा), ये फ़िज़ा (ये फ़िज़ा, ये फ़िज़ा)
है उदास जैसे मेरा दिल (मेरा दिल, मेरा दिल)
आ भी जा (आ भी जा, आ भी जा), आ भी जा (आ भी जा, आ भी जा)

...",Mahendra Kapoor,0.989,0.512,0.24,4KXHZfF3EdaofDLdkonbce,0.00716,9,0.0854,-11.028,0,Yeh Hawa Yeh Fiza Aa Bhi Ja,0.0312,100.896,https://api.spotify.com/v1/tracks/4KXHZfF3EdaofDLdkonbce,0.364
"अगं, थांब, थांब, थांब, थांब पोरी
अशी जाऊ नको गं दुरी
चल झटकन ये माघारी, दोघ राहूया एकाच घरी

तुझी मुसमुसली ज्वानी आता आलिया रंगाला
तुझी मुसमुसली ज्वानी आता आलिया रंगाला
पोरी, जरासं लावशील का तुझं अंग माझ्या अंगाला?
पोरी, जरासं लावशील का तुझं अंग माझ्या अंगाला?

तुझं गोरं-गोरं अंग जणू भरल्यालं वांग
जरा जवळ ये पोरी, सारं फिटलं गं पांग

ए, थोडा पिंजर लावू का गं तुझ्या वाकड्या भांगाला?
थोडा पिंजर लावू का गं, ए, तुझ्या वाकड्या भांगाला?
जरासं लावशील का तुझं अंग माझ्या अंगाला?
पोरी, जरासं लावशील का तुझं अंग माझ्या अंगाला?

तु गं डोंगरची मैना, केली जीवाची या दैना
ए, तुला पाहिल्यापासून मला झोपच गं येई ना
...",Mahendra Kapoor,0.654,0.634,0.754,6ijJzoNygrgVMKVHpiZ63f,3.17e-06,7,0.256,-7.226,0,"Pori Jaraas Lavshil Ka (From ""Mala Gheun Chala"")",0.102,88.363,https://api.spotify.com/v1/tracks/6ijJzoNygrgVMKVHpiZ63f,0.827
"Mmm, meri saanson ko jo mehka rahi hain
Umm, meri saanson ko jo mehka rahi hain
Yeh pehle pyaar ki khushboo
Teri saanson se shayad aa rahi hain

Meri saanson ko jo mehka rahi hain
Yeh pehle pyaar ki khushboo
Teri saanson se shayad aa rahi hain
Meri saanson ko jo mehka rahi hain

Shuru yeh silsila to usi din se hua tha
Shuru yeh silsila to usi din se hua tha
Achanak tune jis din mujhe yun hi chhua tha
Achanak tune jis din mujhe yun hi chhua tha

...",Mahendra Kapoor,0.923,0.57,0.368,7uAoUlHpgkxXwSlnJUMImB,5.34e-06,10,0.15,-13.782,0,Meri Sanson Ko Jo Mahka Rahi Hai,0.0342,113.238,https://api.spotify.com/v1/tracks/7uAoUlHpgkxXwSlnJUMImB,0.356
